time_s,ae
0.0,0.005603
0.001,0.005603
0.002,0.005603
0.003,0.005603
0.004,0.005221
0.005,0.005221
0.006,0.005221
0.007,0.005221
0.008,0.005221
0.009,0.00484
0.01,0.00484
0.011,0.00484
0.012,0.00484
0.013,0.00484
0.014,0.00484
0.015,0.004458
0.016,0.004458
0.017,0.004077
0.018,0.004077
0.019,0.003695
0.02,0.003314
0.021,0.003314
0.022,0.002932
0.023,0.002551
0.024,0.002169
0.025,0.001788
0.026,0.001407
0.027,0.001025
0.028,0.000644
0.029,0.000262
0.03,-0.000119
0.031,-0.000501
0.032,-0.000501
0.033,-0.000882
0.034,-0.001264
0.035,-0.001264
0.036,-0.001645
0.037,-0.001645
0.038,-0.001645
0.039,-0.002027
0.04,-0.002027
0.041,-0.002027
0.042,-0.002027
0.043,-0.002027
0.044,-0.001645
0.045,-0.001645
0.046,-0.001645
0.047,-0.001645
0.048,-0.001264
0.049,-0.001264
0.05,-0.000882
0.051,-0.000882
0.052,-0.000501
0.053,-0.000501
0.054,-0.000501
0.055,-0.000119
0.056,-0.000119
0.057,0.000262
0.058,0.000262
0.059,0.000262
0.06,0.000262
0.061,0.000262
0.062,0.000262
0.063,0.000262
0.064,0.000262
0.065,0.000262
0.066,0.000262
0.067,0.000262
0.068,-0.000119
0.069,-0.000119
0.07,-0.000119
0.071,-0.000119
0.072,-0.000119
0.073,-0.000119
0.074,-0.000119
0.075,-0.000119
0.076,-0.000119
0.077,-0.000119
0.078,-0.000119
0.079,-0.000119
0.08,-0.000119
0.081,-0.000119
0.082,-0.000119
0.083,-0.000119
0.084,-0.000119
0.085,-0.000119
0.086,-0.000119
0.087,-0.000119
0.088,-0.000119
0.089,-0.000119
0.09,-0.000119
0.091,-0.000119
0.092,-0.000119
0.093,-0.000119
0.094,-0.000119
0.095,-0.000119
0.096,-0.000119
0.097,-0.000119
0.098,-0.000119
0.099,-0.000119
0.1,-0.000119
0.101,-0.000119
0.102,-0.000119
0.103,-0.000119
0.104,-0.000119
0.105,-0.000119
0.106,-0.000119
0.107,-0.000119
0.108,-0.000119
0.109,-0.000119
0.11,-0.000119
0.111,-0.000119
0.112,-0.000119
0.113,-0.000119
0.114,-0.000119
0.115,-0.000119
0.116,-0.000119
0.117,-0.000119
0.118,-0.000119
0.119,-0.000119
0.12,-0.000119
0.121,-0.000119
0.122,-0.000119
0.123,-0.000119
0.124,-0.000119
0.125,-0.000119
0.126,-0.000119
0.127,-0.000119
0.128,-0.000119
0.129,-0.000119
0.13,-0.000119
0.131,-0.000119
0.132,-0.000119
0.133,-0.000119
0.134,-0.000119
0.135,-0.000119
0.136,-0.000119
0.137,-0.000119
0.138,-0.000119
0.139,-0.000119
0.14,-0.000119
0.141,-0.000119
0.142,-0.000119
0.143,-0.000119
0.144,-0.000119
0.145,-0.000119
0.146,-0.000119
0.147,-0.000119
0.148,-0.000119
0.149,-0.000119
0.15,-0.000119
0.151,-0.000119
0.152,-0.000119
0.153,-0.000119
0.154,-0.000119
0.155,-0.000119
0.156,-0.000119
0.157,-0.000119
0.158,-0.000119
0.159,-0.000119
0.16,-0.000119
0.161,-0.000119
0.162,-0.000119
0.163,-0.000119
0.164,-0.000119
0.165,-0.000119
0.166,-0.000119
0.167,-0.000119
0.168,-0.000119
0.169,-0.000119
0.17,0.000262
0.171,0.000262
0.172,0.000262
0.173,0.000262
0.174,0.000262
0.175,0.000262
0.176,0.000262
0.177,0.000262
0.178,0.000262
0.179,-0.000119
0.18,-0.000119
0.181,-0.000119
0.182,-0.000119
0.183,-0.000119
0.184,-0.000119
0.185,-0.000119
0.186,-0.000119
0.187,0.000262
0.188,0.000262
0.189,0.000262
0.19,0.000262
0.191,0.000262
0.192,0.000262
0.193,0.000262
0.194,0.000262
0.195,0.000262
0.196,0.000262
0.197,0.000262
0.198,0.000262
0.199,-0.000119
0.2,-0.000119
0.201,-0.000119
0.202,-0.000119
0.203,-0.000119
0.204,-0.000119
0.205,0.000262
0.206,0.000262
0.207,0.000262
0.208,0.000262
0.209,0.000262
0.21,0.000262
0.211,0.000262
0.212,0.000262
0.213,0.000262
0.214,0.000262
0.215,0.000262
0.216,0.000262
0.217,-0.000119
0.218,-0.000119
0.219,-0.000119
0.22,-0.000119
0.221,-0.000119
0.222,-0.000119
0.223,0.000262
0.224,0.000262
0.225,0.000262
0.226,0.000262
0.227,0.000262
0.228,0.000262
0.229,0.000262
0.23,0.000262
0.231,0.000262
0.232,0.000262
0.233,0.000262
0.234,-0.000119
0.235,-0.000119
0.236,-0.000119
0.237,-0.000119
0.238,-0.000119
0.239,-0.000119
0.24,-0.000119
0.241,-0.000119
0.242,0.000262
0.243,0.000262
0.244,0.000262
0.245,0.000262
0.246,0.000262
0.247,0.000262
0.248,0.000262
0.249,0.000262
0.25,0.000262
0.251,0.000262
0.252,-0.000119
0.253,-0.000119
0.254,-0.000119
0.255,-0.000119
0.256,-0.000119
0.257,-0.000119
0.258,-0.000119
0.259,-0.000119
0.26,0.000262
0.261,0.000262
0.262,0.000262
0.263,0.000262
0.264,0.000262
0.265,0.000262
0.266,0.000262
0.267,0.000262
0.268,0.000262
0.269,0.000262
0.27,-0.000119
0.271,-0.000119
0.272,-0.000119
0.273,-0.000119
0.274,-0.000119
0.275,-0.000119
0.276,-0.000119
0.277,-0.000119
0.278,0.000262
0.279,0.000262
0.28,0.000262
0.281,0.000262
0.282,0.000262
0.283,0.000262
0.284,0.000262
0.285,0.000262
0.286,0.000262
0.287,0.000262
0.288,0.000262
0.289,-0.000119
0.29,-0.000119
0.291,-0.000119
0.292,-0.000119
0.293,-0.000119
0.294,-0.000119
0.295,-0.000119
0.296,0.000262
0.297,0.000262
0.298,0.000262
0.299,0.000262
0.3,0.000262
0.301,0.000262
0.302,0.000262
0.303,0.000262
0.304,0.000262
0.305,0.000262
0.306,-0.000119
0.307,-0.000119
0.308,-0.000119
0.309,-0.000119
0.31,-0.000119
0.311,-0.000119
0.312,-0.000119
0.313,-0.000119
0.314,0.000262
0.315,0.000262
0.316,0.000262
0.317,0.000262
0.318,0.000262
0.319,0.000262
0.32,0.000262
0.321,0.000262
0.322,0.000262
0.323,0.000262
0.324,-0.000119
0.325,-0.000119
0.326,-0.000119
0.327,-0.000119
0.328,-0.000119
0.329,-0.000119
0.33,-0.000119
0.331,-0.000119
0.332,-0.000119
0.333,0.000262
0.334,0.000262
0.335,0.000262
0.336,0.000262
0.337,0.000262
0.338,0.000262
0.339,0.000262
0.34,0.000262
0.341,0.000262
0.342,-0.000119
0.343,-0.000119
0.344,-0.000119
0.345,-0.000119
0.346,-0.000119
0.347,-0.000119
0.348,-0.000119
0.349,-0.000119
0.35,-0.000119
0.351,0.000262
0.352,0.000262
0.353,0.000262
0.354,0.000262
0.355,0.000262
0.356,0.000262
0.357,0.000262
0.358,0.000262
0.359,0.000262
0.36,-0.000119
0.361,-0.000119
0.362,-0.000119
0.363,-0.000119
0.364,-0.000119
0.365,-0.000119
0.366,-0.000119
0.367,-0.000119
0.368,-0.000119
0.369,0.000262
0.37,0.000262
0.371,0.000262
0.372,0.000262
0.373,0.000262
0.374,0.000262
0.375,0.000262
0.376,0.000262
0.377,0.000262
0.378,-0.000119
0.379,-0.000119
0.38,-0.000119
0.381,-0.000119
0.382,-0.000119
0.383,-0.000119
0.384,-0.000119
0.385,-0.000119
0.386,-0.000119
0.387,0.000262
0.388,0.000262
0.389,0.000262
0.39,0.000262
0.391,0.000262
0.392,0.000262
0.393,0.000262
0.394,0.000262
0.395,0.000262
0.396,-0.000119
0.397,-0.000119
0.398,-0.000119
0.399,-0.000119
0.4,-0.000119
0.401,-0.000119
0.402,-0.000119
0.403,-0.000119
0.404,-0.000119
0.405,0.000262
0.406,0.000262
0.407,0.000262
0.408,0.000262
0.409,0.000262
0.41,0.000262
0.411,0.000262
0.412,0.000262
0.413,0.000262
0.414,-0.000119
0.415,-0.000119
0.416,-0.000119
0.417,-0.000119
0.418,-0.000119
0.419,-0.000119
0.42,-0.000119
0.421,-0.000119
