time_s,u,y,ae,pe,rmse
0.395013,-0.0,0.00012,-0.00012,-0.0,0
0.39601,-0.0,0.00012,-0.00012,-0.0,0
0.397011,-0.0,0.00012,-0.00012,-0.0,0
0.398012,-0.0,0.00012,-0.00012,-0.0,0
0.399011,-0.0,0.00012,-0.00012,-0.0,0
0.400015,-0.0,0.00012,-0.00012,-0.0,0
0.401016,-0.0,0.00012,-0.00012,-0.0,0
0.402014,-0.0,0.00012,-0.00012,-0.0,0
0.403015,-0.0,0.00012,-0.00012,-0.0,0
0.404016,-0.0,0.00012,-0.00012,-0.0,0
0.405016,-0.0,0.00012,-0.00012,-0.0,0
0.406015,-0.0,0.00012,-0.00012,-0.0,0
0.407013,-0.0,-0.000261,0.000261,-0.0,0
0.408013,-0.0,-0.000261,0.000261,-0.0,0
0.409013,-0.0,-0.000261,0.000261,-0.0,0
0.410015,-0.0,-0.000261,0.000261,-0.0,0
0.411014,-0.0,0.00012,-0.00012,-0.0,0
0.412013,-0.0,0.00012,-0.00012,-0.0,0
0.413014,-0.0,0.00012,-0.00012,-0.0,0
0.414012,-0.0,0.00012,-0.00012,-0.0,0
0.415012,-0.0,0.00012,-0.00012,-0.0,0
0.416012,-0.0,0.00012,-0.00012,-0.0,0
0.417012,-0.0,0.00012,-0.00012,-0.0,0
0.41801,-0.0,0.00012,-0.00012,-0.0,0
0.41901,-0.0,0.00012,-0.00012,-0.0,0
0.420011,-0.0,0.00012,-0.00012,-0.0,0
0.421013,-0.0,0.00012,-0.00012,-0.0,0
0.422012,-0.0,0.00012,-0.00012,-0.0,0
0.423011,-0.0,0.00012,-0.00012,-0.0,0
0.424012,-0.0,0.00012,-0.00012,-0.0,0
0.42501,-0.0,0.00012,-0.00012,-0.0,0
0.42601,-0.0,0.00012,-0.00012,-0.0,0
0.427011,-0.0,0.00012,-0.00012,-0.0,0
0.428011,-0.0,0.00012,-0.00012,-0.0,0
0.429011,-0.0,0.00012,-0.00012,-0.0,0
0.430009,-0.0,0.00012,-0.00012,-0.0,0
0.431009,-0.0,0.00012,-0.00012,-0.0,0
0.432009,-0.0,0.00012,-0.00012,-0.0,0
0.433008,-0.0,0.00012,-0.00012,-0.0,0
0.434009,-0.0,0.00012,-0.00012,-0.0,0
0.435009,-0.0,0.00012,-0.00012,-0.0,0
0.436009,-0.0,0.00012,-0.00012,-0.0,0
0.437008,-0.0,0.00012,-0.00012,-0.0,0
0.438008,-0.0,0.00012,-0.00012,-0.0,0
0.439007,-0.0,0.00012,-0.00012,-0.0,0
0.440007,-0.0,0.00012,-0.00012,-0.0,0
0.441005,-0.0,0.00012,-0.00012,-0.0,0
0.442008,-0.0,0.00012,-0.00012,-0.0,0
0.443006,-0.0,0.00012,-0.00012,-0.0,0
0.444008,-0.0,0.00012,-0.00012,-0.0,0
0.445006,-0.0,0.00012,-0.00012,-0.0,0
0.446006,-0.0,0.00012,-0.00012,-0.0,0
0.447007,-0.0,0.00012,-0.00012,-0.0,0
0.448004,-0.0,0.00012,-0.00012,-0.0,0
0.449004,-0.0,0.00012,-0.00012,-0.0,0
0.450006,-0.0,0.00012,-0.00012,-0.0,0
0.451004,-0.0,0.00012,-0.00012,-0.0,0
0.452005,-0.0,0.00012,-0.00012,-0.0,0
0.453019,-0.0,0.00012,-0.00012,-0.0,0
0.454017,-0.0,0.00012,-0.00012,-0.0,0
0.455003,-0.0,0.00012,-0.00012,-0.0,0
0.456001,-0.0,0.00012,-0.00012,-0.0,0
0.457004,-0.0,0.00012,-0.00012,-0.0,0
0.458016,-0.0,0.00012,-0.00012,-0.0,0
0.459012,-0.0,0.00012,-0.00012,-0.0,0
0.460014,-0.0,0.00012,-0.00012,-0.0,0
0.461018,-0.0,0.00012,-0.00012,-0.0,0
0.462015,-0.0,0.00012,-0.00012,-0.0,0
0.463016,-0.0,0.00012,-0.00012,-0.0,0
0.464019,-0.0,0.00012,-0.00012,-0.0,0
0.465015,-0.0,0.00012,-0.00012,-0.0,0
0.466016,-0.0,0.00012,-0.00012,-0.0,0
0.467014,-0.0,0.00012,-0.00012,-0.0,0
0.468014,-0.0,0.00012,-0.00012,-0.0,0
0.469015,-0.0,0.00012,-0.00012,-0.0,0
0.470017,-0.0,0.00012,-0.00012,-0.0,0
0.471016,-0.0,0.00012,-0.00012,-0.0,0
0.472014,-0.0,0.00012,-0.00012,-0.0,0
0.473016,-0.0,0.00012,-0.00012,-0.0,0
0.474014,-0.0,0.00012,-0.00012,-0.0,0
0.475016,-0.0,0.00012,-0.00012,-0.0,0
0.476016,-0.0,0.00012,-0.00012,-0.0,0
0.477015,-0.0,0.00012,-0.00012,-0.0,0
0.478015,-0.0,0.00012,-0.00012,-0.0,0
0.479015,-0.0,0.00012,-0.00012,-0.0,0
0.480011,-0.0,0.00012,-0.00012,-0.0,0
0.481015,-0.0,0.00012,-0.00012,-0.0,0
0.482015,-0.0,0.00012,-0.00012,-0.0,0
0.483014,-0.0,0.00012,-0.00012,-0.0,0
0.484015,-0.0,0.00012,-0.00012,-0.0,0
0.485016,-0.0,0.00012,-0.00012,-0.0,0
0.486012,-0.0,0.00012,-0.00012,-0.0,0
0.487013,-0.0,0.00012,-0.00012,-0.0,0
0.488014,-0.0,0.00012,-0.00012,-0.0,0
0.489012,-0.0,0.00012,-0.00012,-0.0,0
0.490013,-0.0,0.00012,-0.00012,-0.0,0
0.491016,-0.0,0.00012,-0.00012,-0.0,0
0.492013,-0.0,0.00012,-0.00012,-0.0,0
0.493012,-0.0,0.00012,-0.00012,-0.0,0
0.49401,-0.0,0.00012,-0.00012,-0.0,0
0.495014,-0.0,0.00012,-0.00012,-0.0,0
0.496012,-0.0,0.00012,-0.00012,-0.0,0
0.497012,-0.0,0.00012,-0.00012,-0.0,0
0.498013,-0.0,0.00012,-0.00012,-0.0,0
0.499012,-0.0,0.00012,-0.00012,-0.0,0
0.500011,-0.0,0.00012,-0.00012,-0.0,0
0.501016,-0.0,0.00012,-0.00012,-0.0,0
0.502013,-0.0,0.00012,-0.00012,-0.0,0
